timestamp,interest_name,rtt_ms,data_size,success,error_type,measured_mtu
1747656423495,/test/repeat/004754f03caa/2,5,0,0,,0
1747656423523,/test/repeat/004754f03caa/3,4,0,0,,0
1747656423550,/test/repeat/004754f03caa/4,5,0,0,,0
1747656423575,/test/repeat/004754f03caa/5,4,0,0,,0
1747656423597,/test/repeat/004754f03caa/6,4,0,0,,0
1747656423619,/test/repeat/004754f03caa/7,4,0,0,,0
1747656423641,/test/repeat/004754f03caa/8,5,0,0,,0
1747656423667,/test/repeat/004754f03caa/9,4,0,0,,0
1747656423692,/test/repeat/004754f03caa/10,4,0,0,,0
1747656423715,/test/repeat/004754f03caa/1,4,0,0,,0
1747656423735,/test/repeat/004754f03caa/2,4,0,0,,0
1747656423760,/test/repeat/004754f03caa/3,4,0,0,,0
1747656423783,/test/repeat/004754f03caa/4,4,0,0,,0
1747656423804,/test/repeat/004754f03caa/5,5,0,0,,0
1747656423826,/test/repeat/004754f03caa/6,4,0,0,,0
1747656423848,/test/repeat/004754f03caa/7,3,0,0,,0
1747656423870,/test/repeat/004754f03caa/8,5,0,0,,0
1747656423893,/test/repeat/004754f03caa/9,4,0,0,,0
1747656423914,/test/repeat/004754f03caa/10,3,0,0,,0
1747656423935,/test/repeat/004754f03caa/1,5,0,0,,0
1747656423959,/test/repeat/004754f03caa/2,4,0,0,,0
1747656423981,/test/repeat/004754f03caa/3,4,0,0,,0
1747656424004,/test/repeat/004754f03caa/4,4,0,0,,0
1747656424027,/test/repeat/004754f03caa/5,4,0,0,,0
1747656424054,/test/repeat/004754f03caa/6,5,0,0,,0
1747656424084,/test/repeat/004754f03caa/7,5,0,0,,0
1747656424112,/test/repeat/004754f03caa/8,4,0,0,,0
1747656424143,/test/repeat/004754f03caa/9,4,0,0,,0
1747656424169,/test/repeat/004754f03caa/10,6,0,0,,0
1747656424196,/test/repeat/004754f03caa/1,4,0,0,,0
1747656424220,/test/repeat/004754f03caa/2,4,0,0,,0
1747656424243,/test/repeat/004754f03caa/3,5,0,0,,0
1747656424267,/test/repeat/004754f03caa/4,5,0,0,,0
1747656424291,/test/repeat/004754f03caa/5,7,0,0,,0
1747656424328,/test/repeat/004754f03caa/6,4,0,0,,0
1747656424353,/test/repeat/004754f03caa/7,4,0,0,,0
1747656424374,/test/repeat/004754f03caa/8,5,0,0,,0
1747656424401,/test/repeat/004754f03caa/9,4,0,0,,0
1747656424429,/test/repeat/004754f03caa/10,12,0,0,,0
1747656424469,/test/repeat/004754f03caa/1,8,0,0,,0
1747656424515,/test/repeat/004754f03caa/2,10,0,0,,0
1747656424559,/test/repeat/004754f03caa/3,6,0,0,,0
1747656424598,/test/repeat/004754f03caa/4,6,0,0,,0
1747656424641,/test/repeat/004754f03caa/5,7,0,0,,0
1747656424677,/test/repeat/004754f03caa/6,8,0,0,,0
1747656424710,/test/repeat/004754f03caa/7,5,0,0,,0
1747656424739,/test/repeat/004754f03caa/8,4,0,0,,0
1747656424768,/test/repeat/004754f03caa/9,6,0,0,,0
1747656424797,/test/repeat/004754f03caa/10,7,0,0,,0
1747656424826,/test/repeat/004754f03caa/1,6,0,0,,0
1747656424855,/test/repeat/004754f03caa/2,9,0,0,,0
1747656424896,/test/repeat/004754f03caa/3,9,0,0,,0
1747656424943,/test/repeat/004754f03caa/4,6,0,0,,0
1747656424992,/test/repeat/004754f03caa/5,11,0,0,,0
1747656425042,/test/repeat/004754f03caa/6,12,0,0,,0
1747656425090,/test/repeat/004754f03caa/7,6,0,0,,0
1747656425113,/test/repeat/004754f03caa/8,5,0,0,,0
1747656425139,/test/repeat/004754f03caa/9,5,0,0,,0
1747656425166,/test/repeat/004754f03caa/10,4,0,0,,0
1747656425193,/test/repeat/004754f03caa/1,4,0,0,,0
1747656425221,/test/repeat/004754f03caa/2,4,0,0,,0
1747656425243,/test/repeat/004754f03caa/3,4,0,0,,0
1747656425265,/test/repeat/004754f03caa/4,4,0,0,,0
1747656425288,/test/repeat/004754f03caa/5,4,0,0,,0
1747656425310,/test/repeat/004754f03caa/6,4,0,0,,0
1747656425334,/test/repeat/004754f03caa/7,5,0,0,,0
1747656425356,/test/repeat/004754f03caa/8,4,0,0,,0
1747656425386,/test/repeat/004754f03caa/9,6,0,0,,0
1747656425415,/test/repeat/004754f03caa/10,6,0,0,,0
1747656425441,/test/repeat/004754f03caa/1,6,0,0,,0
1747656425470,/test/repeat/004754f03caa/2,6,0,0,,0
1747656425501,/test/repeat/004754f03caa/3,6,0,0,,0
1747656425527,/test/repeat/004754f03caa/4,4,0,0,,0
1747656425554,/test/repeat/004754f03caa/5,7,0,0,,0
1747656425580,/test/repeat/004754f03caa/6,6,0,0,,0
1747656425605,/test/repeat/004754f03caa/7,6,0,0,,0
1747656425633,/test/repeat/004754f03caa/8,6,0,0,,0
1747656425660,/test/repeat/004754f03caa/9,5,0,0,,0
1747656425686,/test/repeat/004754f03caa/10,7,0,0,,0
1747656425713,/test/repeat/004754f03caa/1,6,0,0,,0
1747656425740,/test/repeat/004754f03caa/2,5,0,0,,0
1747656425767,/test/repeat/004754f03caa/3,4,0,0,,0
1747656425792,/test/repeat/004754f03caa/4,5,0,0,,0
1747656425816,/test/repeat/004754f03caa/5,4,0,0,,0
1747656425843,/test/repeat/004754f03caa/6,7,0,0,,0
1747656425870,/test/repeat/004754f03caa/7,5,0,0,,0
1747656425896,/test/repeat/004754f03caa/8,5,0,0,,0
1747656425921,/test/repeat/004754f03caa/9,4,0,0,,0
1747656425946,/test/repeat/004754f03caa/10,4,0,0,,0
1747656425969,/test/repeat/004754f03caa/1,4,0,0,,0
1747656425993,/test/repeat/004754f03caa/2,5,0,0,,0
1747656426016,/test/repeat/004754f03caa/3,6,0,0,,0
1747656426040,/test/repeat/004754f03caa/4,4,0,0,,0
1747656426065,/test/repeat/004754f03caa/5,4,0,0,,0
